COIN_NAME,STRATEGY,START DATE,FINISH DATE,START BALANCE,END BALANCE,% WIN,TRADES NUM
DCR,TSI,2018-09-01 00:37:00,2018-09-02 06:37:00,"100,0012272","99,7512231046","-0,250001027431",2
DCR,PPO,2018-09-01 00:37:00,2018-09-02 21:22:00,"100,0012272","98,58926249","-1,41194738258",11
DCR,custom,2018-09-01 00:37:00,2018-09-02 13:22:00,"100,0012272","92,49645255","-7,50468255254",21
DCR,Dave,2018-09-01 00:37:00,2018-09-02 13:07:00,"100,0012272","96,83018349","-3,17100479543",4
DCR,RSI_BULL_BEAR_ADX_PINGPONG,2018-09-01 00:37:00,2018-09-02 18:22:00,"100,0012272","98,4989182831","-1,50229048075",5
DCR,Supertrend_Gab0,2018-09-01 00:37:00,2018-09-02 16:22:00,"100,0012272","98,3901459754","-1,6110614536",7
DCR,x2_rsi,2018-09-01 00:37:00,2018-09-01 00:52:00,"100,0012272","99,7512272","-0,249996932062",1
DCR,RSI_Bull_Bear_Adx_Stop,2018-09-01 00:37:00,2018-09-01 03:22:00,"100,0012272","99,7512233919","-0,250000740052",1
DCR,bryanbeck,2018-09-01 00:37:00,2018-09-02 19:37:00,"100,0012272","103,98561995","3,98434385413",4
DCR,bestone_updated_hardcoded,2018-09-01 00:37:00,2018-09-01 08:22:00,"100,0012272","99,7512311","-0,249993032096",1
DCR,BodhiDI_public,2018-09-01 00:37:00,2018-09-02 20:37:00,"100,0012272","95,3064396028","-4,69472998344",10
DCR,BBRSI,2018-09-01 00:37:00,2018-09-02 13:52:00,"100,0012272","96,92276066","-3,07842876152",3
DCR,RSI,2018-09-01 00:37:00,2018-09-01 00:52:00,"100,0012272","99,7512272","-0,249996932062",1
DCR,DEBUG_single-advice,2018-09-01 00:37:00,2018-09-01 01:37:00,"100,0012272","99,1634196","-0,837797318551",2
DCR,tulip-adx,2018-09-01 00:37:00,2018-09-02 21:22:00,"100,0012272","97,60549809","-2,39569970997",3
DCR,UO,2018-09-01 00:37:00,2018-09-02 13:52:00,"100,0012272","96,97364598","-3,02754406598",5
DCR,DEBUG_toggle-advice,2018-09-01 00:37:00,2018-09-03 00:07:00,"100,0012272","83,3476515128","-16,653371317",64
DCR,FIXPRICE,2018-09-01 00:37:00,2018-09-01 00:52:00,"100,0012272","99,7512272","-0,249996932062",1
DCR,EMACrossover,2018-09-01 00:37:00,2018-09-02 02:37:00,"100,0012272","99,12650677","-0,874709695563",4
XMR,NEO,2018-09-01 00:53:00,2018-09-02 16:23:00,"100,003286148","99,00200054","-1,00125270535",2
XMR,DI,2018-09-01 00:53:00,2018-09-02 23:53:00,"100,003286148","97,49224719","-2,51095644426",10
XMR,StochRSI,2018-09-01 00:53:00,2018-09-03 00:08:00,"100,003286148","103,56601999","3,56261676916",12
XMR,RSI_BB_ADX_Peak,2018-09-01 00:53:00,2018-09-01 05:53:00,"100,003286148","99,7533287919","-0,249949142402",1
XMR,TMA,2018-09-01 00:53:00,2018-09-03 00:38:00,"100,003286148","97,47771872","-2,52548443684",3
XMR,RsiStopLoss,2018-09-01 00:53:00,2018-09-01 01:08:00,"100,003286148","99,7533119999","-0,249965933877",1
XMR,DynBuySell,2018-09-01 00:53:00,2018-09-01 03:23:00,"100,003286148","99,7533566779","-0,249921257305",1
XMR,RSI_BULL_BEAR,2018-09-01 00:53:00,2018-09-01 04:23:00,"100,003286148","99,7533168419","-0,249961091979",1
XMR,buyatsellat_ui,2018-09-01 00:53:00,2018-09-01 01:08:00,"100,003286148","99,7533119999","-0,249965933877",1
XMR,DEMACrossover,2018-09-01 00:53:00,2018-09-02 03:53:00,"100,003286148","97,4972345886","-2,50596920955",3
XMR,TSI,2018-09-01 00:53:00,2018-09-01 01:23:00,"100,003286148","99,7533029899","-0,249974943505",1
XMR,PPO,2018-09-01 00:53:00,2018-09-03 00:08:00,"100,003286148","97,46941092","-2,53379196385",11
XMR,custom,2018-09-01 00:53:00,2018-09-03 00:38:00,"100,003286148","95,667044501","-4,33609915635",20
XMR,Dave,2018-09-01 00:53:00,2018-09-03 00:23:00,"100,003286148","98,0725528282","-1,93066987514",9
XMR,RSI_BULL_BEAR_ADX_PINGPONG,2018-09-01 00:53:00,2018-09-01 09:38:00,"100,003286148","103,274994378","3,2716007199",7
XMR,Supertrend_Gab0,2018-09-01 00:53:00,2018-09-03 00:08:00,"100,003286148","95,92169404","-4,08145798525",12
XMR,x2_rsi,2018-09-01 00:53:00,2018-09-01 01:08:00,"100,003286148","99,7533119999","-0,249965933877",1
XMR,RSI_Bull_Bear_Adx_Stop,2018-09-01 00:53:00,2018-09-01 04:23:00,"100,003286148","99,7533168419","-0,249961091979",1
XMR,bryanbeck,2018-09-01 00:53:00,2018-09-03 00:08:00,"100,003286148","97,2695524704","-2,73364384602",9
XMR,bestone_updated_hardcoded,2018-09-01 00:53:00,2018-09-01 08:08:00,"100,003286148","99,7533889999","-0,249888936427",1
XMR,BodhiDI_public,2018-09-01 00:53:00,2018-09-02 23:53:00,"100,003286148","97,49224719","-2,51095644426",10
XMR,BBRSI,2018-09-01 00:53:00,2018-09-02 15:08:00,"100,003286148","101,4984603","1,49512501998",5
XMR,RSI,2018-09-01 00:53:00,2018-09-02 10:23:00,"100,003286148","103,680115367","3,67670839659",3
XMR,DEBUG_single-advice,2018-09-01 00:53:00,2018-09-01 01:10:00,"100,003286148","99,17345069","-0,829808189275",2
XMR,tulip-adx,2018-09-01 00:53:00,2018-09-01 17:38:00,"100,003286148","97,5871957","-2,4160110543",2
XMR,UO,2018-09-01 00:53:00,2018-09-02 09:53:00,"100,003286148","99,7532954606","-0,249982472651",2
XMR,DEBUG_toggle-advice,2018-09-01 00:53:00,2018-09-03 00:23:00,"100,003286148","76,2123324579","-23,7901719099",64
XMR,FIXPRICE,2018-09-01 00:53:00,2018-09-01 01:08:00,"100,003286148","99,7533119999","-0,249965933877",1
XMR,EMACrossover,2018-09-01 00:53:00,2018-09-02 04:53:00,"100,003286148","97,744705381","-2,2585065491",3
